order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Luxury,181.9,160.58,1,663.23,159.96,Wrong size,True,0.9216340056472311,8.796253295967695,0.8555241654957884,1237,93,7,2473.06,0.07526881720430108,0,0,2,3,1,1,1,0,1
Books,72.28,0.65,1,142.8,0.64,Changed mind,True,0.9589614220227282,1.9218546130721248,0.9226873821515907,480,24,4,711.44,0.16666666666666666,0,0,1,3,2,0,1,0,1
Apparel,165.66,73.77,1,259.04,69.11,Not as expected,True,0.910834039365151,4.245490682594363,0.9365251138080997,3,63,9,935.41,0.14285714285714285,8,0,3,2,2,0,0,0,0
Luxury,116.14,35.29,1,59.05,33.91,Not as expected,True,0.9971086157796383,3.8769790552405805,0.980409685964709,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Beauty,107.59,33.49,1,348.78,29.25,Wrong size,True,0.89310175353153,9.826151282521497,0.8945698466894851,501,74,7,216.78,0.0945945945945946,0,0,2,3,2,0,0,0,0
Books,38.46,38.46,1,571.05,32.83,Wrong size,True,0.8278929552687647,7.965756645323174,0.9444803108990444,1,82,10,614.9,0.12195121951219512,8,0,3,3,4,5,2,3,5
Luxury,154.99,154.99,1,457.63,134.43,Not as expected,True,0.8632548359282488,8.721428003167,0.9309072064790571,1276,87,10,305.24,0.11494252873563218,0,0,1,1,2,0,0,0,0
Books,570.01,272.26,1,637.76,243.74,Not as expected,True,0.959370069254135,8.957314955909148,0.8914632912970029,7,34,3,206.31,0.08823529411764706,3,0,1,3,1,0,0,0,0
Luxury,657.3,153.85,1,6.83,137.22,Not as expected,True,0.566,5.632277324634439,0.701,1127,51,9,269.83,0.17647058823529413,0,0,2,3,1,0,1,0,1
Beauty,90.44,49.8,1,241.89,46.51,Not as expected,True,0.8348973458567175,0.6720967184437399,0.8949952780416119,1492,80,6,478.93,0.075,0,0,3,2,2,0,0,0,0
Other,66.89,1.36,1,126.63,1.18,Wrong size,True,0.8647229113636983,6.491851771913088,0.9129691889587028,1482,93,6,983.04,0.06451612903225806,0,0,2,5,3,0,0,0,0
Home,1358.16,194.23,1,10.72,182.35,Wrong size,True,0.876364023498377,6.48424439883301,0.9659808261967022,3,43,6,452.76,0.13953488372093023,5,0,2,2,1,0,1,0,1
Apparel,246.9,109.61,1,221.24,109.14,Wrong size,True,0.8537472506488519,7.461774399353576,0.9033593477122823,1289,40,6,730.31,0.15,0,0,2,3,1,0,0,0,0
Home,201.08,118.83,1,703.56,111.2,Not as expected,True,0.862054456529668,8.137186075194993,0.9692056021235542,6,43,8,775.25,0.18604651162790697,6,0,2,2,1,1,1,1,1
Home,183.14,137.9,1,246.55,137.49,Changed mind,True,0.9675985540812525,2.7717917588000915,0.9591594301425668,797,80,8,133.85,0.1,0,0,1,2,1,0,1,0,1
Other,363.1,363.1,1,682.19,342.62,Wrong size,True,0.9824490408440834,8.784982833612755,0.8966930507933089,2,28,5,78.95,0.17857142857142858,2,0,2,1,2,1,1,1,1
Apparel,132.97,13.56,1,233.67,7.55,Changed mind,False,0.8421113147053099,57.87,0.18,35,52,8,107.99,0.15384615384615385,1,0,2,1,3,0,0,0,0
Electronics,263.01,19.38,1,144.37,17.53,Changed mind,True,0.9414761588974326,4.7926461805782505,0.8695916647380211,1103,78,9,314.14,0.11538461538461539,0,0,2,3,1,0,0,0,0
Books,56.8,56.8,1,3982.84948166601,51.57,Wrong size,True,0.85,4.270533882486916,0.755,405,31,21,2083.43,0.6774193548387096,16,0,3,5,2,5,6,5,6
Books,201.62,201.62,1,250.2,188.17,Changed mind,True,0.8892901199757438,1.5407451854536258,0.9156452046268917,1363,53,45,400.24,0.8490566037735849,5,0,12,12,12,7,7,7,7
Books,183.81,105.21,1,201.07,103.82,Wrong size,True,0.9689266933987053,5.02892375934616,0.8599209730009403,1372,81,9,87.07,0.1111111111111111,0,0,1,2,2,0,0,0,0
Other,125.58,37.6,1,568.07,34.04,Not as expected,True,0.995314637473703,1.9893354860127566,0.9019815904508721,1110,55,4,283.36,0.07272727272727272,0,0,3,5,1,0,0,0,0
Beauty,426.89,321.73,1,657.09,314.84,Not as expected,True,0.870443947969455,9.509580461656633,0.9456184187307358,273,48,5,1186.75,0.10416666666666667,1,0,4,3,3,0,0,0,0
Sports,278.83,134.51,1,397.11,116.71,Wrong size,True,0.9860832658265614,7.468844355007437,0.8850652675693769,1265,36,5,289.64,0.1388888888888889,0,0,2,3,1,0,0,0,0
Apparel,226.23,93.95,1,113.57,87.24,Changed mind,True,0.902242155876223,1.2053418283573647,0.9005665645071138,94,66,4,177.29,0.06060606060606061,0,0,1,3,4,0,1,0,1
Luxury,494.78,183.87,1,195.46,169.13,Not as expected,True,0.948556438311586,4.236593379914783,0.9554123990844713,502,59,5,234.05,0.0847457627118644,0,0,3,3,2,0,0,0,0
Sports,182.1,71.29,1,177.08,67.84,Not as expected,True,0.9403300039349306,7.990666526319613,0.9040450348123801,1440,62,12,120.84,0.1935483870967742,0,0,2,2,1,0,0,0,0
Sports,188.3,188.3,1,291.0,177.04,Not as expected,True,0.8657848200945024,5.533510479569569,0.9234183628136172,698,92,9,570.65,0.09782608695652174,0,0,2,2,1,0,0,0,0
Other,221.77,169.05,1,491.72,161.49,Not as expected,True,0.8086751966115265,2.7016462071885017,0.8881686764681307,1464,68,11,256.64,0.16176470588235295,0,0,2,3,3,0,0,0,0
Apparel,392.05,44.82,1,151.77,43.15,Changed mind,True,0.8027770847146899,3.325940354119763,0.9548727855197116,352,41,7,876.41,0.17073170731707318,1,0,1,2,1,0,0,0,0
Luxury,129.89,31.28,1,608.03,28.23,Not as expected,True,0.9903886651600105,0.7222684144203728,0.9899726350351786,3,68,8,138.97,0.11764705882352941,6,0,2,6,1,1,1,1,1
Sports,402.2,289.87,1,393.44,285.64,Changed mind,True,0.8800123655290066,8.125295503110465,0.9101780565066178,1411,63,6,201.03,0.09523809523809523,0,0,2,3,1,0,1,0,1
Luxury,236.72,81.31,1,187.94,69.15,Wrong size,True,0.9497913575415196,8.467133082999883,0.8732693150488495,811,82,10,399.29,0.12195121951219512,0,0,2,3,2,0,0,0,0
Books,136.5,134.37,1,425.01,129.0,Wrong size,True,0.8313728113935956,3.0908095534043345,0.86439136366868,342,57,8,334.93,0.14035087719298245,0,0,4,2,4,1,0,0,1
Luxury,142.29,21.19,1,583.11,20.99,Changed mind,True,0.8419314396108282,1.7540870907321016,0.9918793574177669,535,11,3,2099.67,0.2727272727272727,0,0,2,3,1,0,0,0,0
Electronics,304.21,32.94,1,265.69,29.76,Wrong size,False,0.8136832705095594,43.47,0.321,1273,49,6,208.36,0.12244897959183673,0,0,2,2,2,0,0,0,0
Apparel,868.72,38.18,1,32.62,35.02,Not as expected,True,0.34,3.5861806862532966,0.728,1289,40,6,730.31,0.15,0,0,2,3,1,0,0,0,0
Home,277.77,277.77,1,519.02,188.51,Not as expected,False,0.8711969543053102,66.34,0.125,528,92,11,156.62,0.11956521739130435,1,0,2,5,3,0,0,0,0
Apparel,224.6,224.6,1,68.46,214.45,Not as expected,True,0.8951282153944004,9.619909012353634,0.9744496683766757,489,80,7,243.07,0.0875,0,0,1,2,1,0,0,0,0
Luxury,114.96,26.44,1,239.32,24.25,Changed mind,True,0.9974320384473747,6.879333632916076,0.9311454675727641,3,62,8,1758.44,0.12903225806451613,7,0,2,3,1,1,0,0,1
Sports,184.37,184.37,1,332.67,183.14,Wrong size,True,0.9604515229396898,6.995617557331901,0.96133275827738,1401,54,5,365.05,0.09259259259259259,0,0,3,3,1,0,0,0,0
Luxury,243.6,39.82,1,640.11,32.05,Wrong size,False,0.8674779009601432,73.91,0.286,619,76,7,156.26,0.09210526315789473,0,0,1,3,1,0,0,0,0
Books,150.64,150.64,1,560.36,149.62,Wrong size,True,0.8675060621056503,4.970151615567151,0.8635359337826035,1,79,13,548.37,0.16455696202531644,12,0,1,3,1,0,0,0,0
Books,303.97,208.62,1,260.61,194.82,Not as expected,True,0.9651514536930971,4.445674584214997,0.9886245160127779,510,100,6,130.23,0.06,0,0,2,2,1,0,0,0,0
Other,141.92,141.92,1,653.5,128.82,Wrong size,True,0.961129238099655,9.372651728745078,0.9114119227275511,4,36,3,386.51,0.08333333333333333,2,0,1,2,3,0,0,0,0
Luxury,272.94,14.05,1,318.38,12.24,Not as expected,True,0.8852064744036131,1.3118855485145486,0.9475686903960137,1408,97,9,257.7,0.09278350515463918,0,0,2,2,2,0,0,0,0
Luxury,330.49,8.73,1,445.17,7.61,Not as expected,True,0.959374624814924,7.7746573572982385,0.8746666100360124,573,85,8,307.86,0.09411764705882353,0,0,3,5,1,0,0,0,0
Other,634.92,634.92,1,446.85,616.69,Changed mind,True,0.9378123768161727,8.269069859536339,0.8803508371950434,607,69,5,133.04,0.07246376811594203,0,0,2,6,2,0,1,0,1
Other,89.7,18.52,1,664.53,18.06,Changed mind,True,0.9143498336882064,3.8009563391233336,0.9506981686819972,2,63,9,64.01,0.14285714285714285,8,0,4,6,3,2,1,1,2
Home,338.42,78.19,1,455.57,75.54,Wrong size,True,0.9233881208129133,1.2616278501505584,0.9835712703631974,997,62,7,890.99,0.11290322580645161,0,0,2,3,2,1,0,0,1
Apparel,370.59,201.59,1,141.93,168.89,Changed mind,False,0.8061951649974188,72.1,0.182,784,40,4,412.12,0.1,0,0,2,3,3,0,0,0,0
Home,201.64,201.64,1,701.93,200.96,Wrong size,True,0.9029281327376734,1.6005793522320955,0.9524765751864415,6,56,9,326.22,0.16071428571428573,7,0,2,4,2,1,1,1,1
Beauty,142.97,31.69,1,198.37,29.25,Wrong size,True,0.9507206908038726,3.5272518823657473,0.8706861423923554,163,54,6,540.84,0.1111111111111111,0,0,2,4,4,0,0,1,1
Beauty,21.72,21.72,1,7311.525055167783,20.98,Changed mind,True,0.9,9.273511741019,0.902,392,64,42,717.44,0.65625,36,0,4,1,1,3,3,3,3
Home,298.41,184.37,1,339.07,157.29,Wrong size,True,0.9312811701453492,0.2993762106285047,0.8597412066821867,1122,41,7,215.41,0.17073170731707318,0,0,1,3,1,0,0,0,0
Sports,930.82,930.82,1,133.1,816.42,Changed mind,True,0.913482100579093,6.0407034778800135,0.8569253074083385,104,92,4,79.2,0.043478260869565216,0,0,2,2,4,0,0,0,0
Sports,342.43,107.34,1,315.38,94.48,Not as expected,True,0.8293906268276703,9.422297472568651,0.9542740923252844,2,49,5,277.68,0.10204081632653061,3,0,1,2,2,2,3,2,3
Sports,148.59,39.48,1,571.8,34.44,Wrong size,True,0.9717467484162081,2.154461343603451,0.9431321206223201,1,66,7,175.15,0.10606060606060606,7,0,2,2,2,0,0,0,0
Electronics,668.57,204.29,1,47.1,181.8,Wrong size,True,0.418,6.938800326876448,0.607,669,80,11,81.95,0.1375,0,0,3,3,3,0,0,0,0
Beauty,338.52,338.52,1,504.15,306.74,Wrong size,True,0.9524262863288236,6.783137071826999,0.8792395306919032,311,87,9,554.9,0.10344827586206896,1,0,1,3,2,0,0,0,0
Luxury,62.19,62.19,1,719.06,59.82,Wrong size,True,0.9917761470089047,9.6749892482084,0.9051142644490576,1405,20,3,412.59,0.15,0,0,3,4,1,2,0,0,2
Apparel,56.88,56.88,1,68.55,53.57,Wrong size,True,0.830161110619106,5.575607962128704,0.9595774575635314,508,86,76,550.63,0.8837209302325582,13,0,12,12,12,7,7,7,7
Home,351.7,99.48,1,285.45,87.87,Not as expected,True,0.8831443889364445,9.458247314287282,0.9737699702334809,2,56,12,646.36,0.21428571428571427,11,0,3,1,1,2,2,2,2
Apparel,1943.96,54.94,1,3.95,52.23,Changed mind,True,0.8590110079178407,1.2636711840141301,0.8727752580531224,4,44,3,286.39,0.06818181818181818,1,0,4,1,4,0,0,0,0
Sports,97.18,36.86,1,11707.790681745117,32.42,Wrong size,True,0.78,8.964270522934116,0.922,473,23,15,606.33,0.6521739130434783,14,2,2,3,2,4,4,4,4
Luxury,514.53,514.53,1,145.17,473.39,Wrong size,True,0.8791342509670678,7.805214528896341,0.8805319171889945,499,69,9,295.68,0.13043478260869565,1,0,1,1,1,0,0,0,0
Sports,97.96,12.98,1,509.6,11.85,Not as expected,True,0.9815373725334977,0.30447946915340807,0.8971773003495457,1068,55,6,554.14,0.10909090909090909,0,0,3,3,2,0,0,0,0
Apparel,1211.14,386.98,1,1.76,347.44,Changed mind,True,0.9053155322428876,6.83870174990182,0.9714797921001375,2,49,5,277.68,0.10204081632653061,3,0,1,2,2,2,3,2,3
Sports,128.26,93.51,1,571.44,83.93,Wrong size,True,0.886036509456804,3.870508153587071,0.9207189452187892,1363,53,45,400.24,0.8490566037735849,5,0,12,12,12,7,7,7,7
Electronics,1375.06,73.45,1,3.61,64.35,Not as expected,True,0.8211515317696196,1.6115333409668753,0.9877006984283141,3,47,6,247.05,0.1276595744680851,4,0,3,1,1,1,1,1,1
Books,1624.49,88.09,1,7.84,88.07,Changed mind,True,0.808986354418486,0.3508337777428494,0.9836484100315117,4,40,5,403.31,0.125,5,0,5,2,1,0,0,0,0
Books,143.63,143.63,1,640.31,135.9,Wrong size,True,0.9541720564180036,7.740746194931703,0.9364526967782305,1,84,9,924.8,0.10714285714285714,9,0,1,5,4,0,1,0,1
Luxury,136.12,136.12,1,478.88,118.71,Changed mind,True,0.8294353668932636,4.699611586804656,0.9530133866383336,1456,95,10,293.4,0.10526315789473684,0,0,4,2,2,0,0,0,0
Beauty,144.73,144.73,1,151.69,132.04,Changed mind,True,0.9972738573630142,8.229851773772838,0.995758320549042,194,62,8,100.35,0.12903225806451613,0,0,2,1,2,0,0,0,0
Books,237.74,237.74,1,101.48,227.94,Changed mind,True,0.8578340556708199,7.248870760476426,0.8782678042798809,273,100,8,94.19,0.08,1,0,1,5,1,0,0,0,0
Books,103.54,61.55,1,102.39,60.26,Not as expected,True,0.9912331300026942,2.5015103051439445,0.9154597199944466,3,50,10,425.54,0.2,6,0,3,1,5,1,1,1,1
Books,131.45,18.66,1,695.85,17.53,Wrong size,True,0.9903052364096169,0.07709776957578574,0.8909437557415805,6,32,3,1030.08,0.09375,3,0,3,1,1,2,2,2,2
Home,233.8,64.47,1,578.39,54.9,Not as expected,True,0.905820810461534,4.95865802038281,0.9514172059506586,1492,46,5,875.97,0.10869565217391304,0,0,1,3,3,0,0,0,0
Electronics,190.39,190.39,1,126.52,180.53,Not as expected,True,0.8516118754423845,5.2409061497854115,0.894680475186603,1187,57,7,294.56,0.12280701754385964,0,0,1,5,3,0,0,1,1
Beauty,655.29,357.76,1,713.49,346.91,Changed mind,True,0.9203868881163436,6.8732221961756395,0.955852524400374,119,33,3,273.81,0.09090909090909091,0,0,2,2,2,0,1,0,1
Beauty,113.43,113.43,1,582.34,104.88,Wrong size,True,0.9129842334681283,0.3877725959537204,0.9202397826404188,808,93,4,125.77,0.043010752688172046,0,0,3,1,1,0,0,0,0
Other,232.4,28.64,1,3197.1314236801722,28.15,Not as expected,True,0.758,8.984114153770623,0.868,1426,73,48,162.72,0.6575342465753424,43,6,3,5,1,14,14,14,14
Apparel,92.34,84.58,1,252.35,81.46,Changed mind,True,0.977351583338411,7.18998167422631,0.9873826031675628,389,24,1,62.39,0.041666666666666664,0,0,5,2,1,0,0,0,0
Sports,445.41,213.56,1,678.95,194.78,Wrong size,True,0.9222118089129046,4.98824100278168,0.8751081605052689,809,85,5,358.0,0.058823529411764705,0,0,4,4,2,0,0,0,0
Beauty,956.76,41.84,1,277.81,39.63,Wrong size,True,0.9370764644868527,4.364196783538658,0.9365417751628573,938,58,5,285.81,0.08620689655172414,0,0,1,3,1,0,0,0,0
Apparel,180.63,180.63,1,406.83979677589525,163.31,Changed mind,True,0.699,1.1442551548093771,0.886,1066,39,26,107.19,0.6666666666666666,23,1,3,5,3,7,7,7,7
Electronics,801.05,146.17,1,105.34,139.24,Not as expected,True,0.8172438083246149,5.601807816278036,0.8713082501424172,4,21,6,234.36,0.2857142857142857,5,0,1,2,2,1,1,1,1
Apparel,76.33,10.07,1,688.04,9.88,Changed mind,True,0.8713103260869057,3.2439435475567944,0.9174838219105578,643,67,6,755.11,0.08955223880597014,0,0,1,2,1,0,0,0,0
Sports,102.14,102.14,1,474.85,99.11,Wrong size,True,0.9862956814525662,6.053147007394291,0.9732042382393151,667,66,7,151.56,0.10606060606060606,1,0,1,3,1,0,1,0,1
Other,278.28,278.28,1,683.48,265.84,Wrong size,True,0.8872527066432491,5.259761653094349,0.879011040045078,5,24,2,285.82,0.08333333333333333,2,0,2,2,2,0,0,0,0
Beauty,337.12,337.12,1,673.97,286.81,Wrong size,True,0.9075619834716212,4.532143472668131,0.8911930384405785,1457,96,10,178.39,0.10416666666666667,0,0,2,3,1,0,1,0,1
Beauty,175.14,18.73,1,668.1,18.67,Not as expected,True,0.941553634472827,5.606883135360893,0.9805627151149842,1110,29,6,1487.08,0.20689655172413793,1,0,2,2,3,0,0,0,0
Sports,114.59,99.7,1,331.32,90.58,Changed mind,True,0.8090730360316721,7.025660486697847,0.9140037744514746,1291,100,12,324.26,0.12,0,0,3,3,2,1,0,1,1
Beauty,88.03,88.03,1,295.49,84.79,Wrong size,True,0.8179487691367285,0.008118155686721584,0.8961753581953973,1333,46,6,271.68,0.13043478260869565,0,0,5,2,1,3,0,0,3
Electronics,74.34,44.02,1,417.56,42.64,Wrong size,True,0.9655073404891511,8.755922077387758,0.9351195491549751,584,85,4,243.95,0.047058823529411764,1,0,2,4,1,0,0,0,0
Beauty,200.97,22.19,1,571.64,20.47,Wrong size,True,0.8281740677475595,1.2657669993782739,0.9464124540913214,3,35,4,465.09,0.11428571428571428,4,0,2,4,1,2,2,2,2
Books,264.83,47.13,1,610.86,46.85,Not as expected,True,0.9692280983652883,0.2765078109336161,0.9674346395847072,1472,89,7,264.72,0.07865168539325842,0,0,1,3,2,0,0,1,1
Beauty,390.3,390.3,1,5510.593245722209,365.78,Wrong size,True,0.839,9.730876949681523,0.934,1198,86,56,1076.1,0.6511627906976745,51,2,1,3,2,6,7,7,7
Other,39.47,18.0,1,182.83,16.23,Wrong size,True,0.8752438951751866,9.436818715282653,0.9710440137809745,2,44,8,1342.35,0.18181818181818182,6,0,1,2,3,0,0,0,0
Electronics,108.0,49.76,1,201.22,48.76,Wrong size,True,0.9102378977542329,5.007652852162457,0.9577184579999015,789,18,3,410.33,0.16666666666666666,0,0,5,3,1,0,0,0,0
Luxury,112.31,91.32,1,397.61,85.51,Wrong size,True,0.844306842537406,1.1328500593577995,0.9533061154087031,3,56,3,116.02,0.05357142857142857,2,0,2,3,2,0,1,0,1
Books,324.34,297.22,1,394.16,271.32,Not as expected,True,0.981844416192992,7.800298926541027,0.9094041367159433,6,37,7,265.85,0.1891891891891892,4,0,1,4,3,0,0,0,0
Beauty,1546.98,51.85,1,9.25,48.15,Wrong size,True,0.8899017241643133,0.16760553532922495,0.9169760302012553,6,40,2,875.44,0.05,1,0,2,1,3,0,0,0,0
Beauty,212.86,212.86,1,338.68,202.24,Wrong size,True,0.9288499848076743,2.7249694846869743,0.8793148463861661,609,72,6,139.9,0.08333333333333333,0,0,1,3,2,0,0,1,1
Sports,136.42,15.62,1,666.08,14.96,Wrong size,True,0.9096384283330808,7.005984592670953,0.9808270284318334,0,82,10,196.84,0.12195121951219512,9,0,2,4,4,2,2,2,2
Luxury,298.98,85.1,1,67.56,76.94,Not as expected,True,0.377,5.545241029617907,0.744,594,60,10,338.04,0.16666666666666666,0,0,1,3,1,0,0,0,0
Luxury,453.49,453.49,1,48.03,431.33,Changed mind,True,0.9378268669097403,6.906026573717135,0.8740906995432632,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Home,80.53,15.2,1,77.29,10.08,Not as expected,False,0.8882002452497191,53.76,0.262,6,72,8,490.96,0.1111111111111111,6,0,1,4,1,1,1,1,1
Other,39.73,39.73,1,625.53,39.34,Wrong size,True,0.9287213043275055,7.170707278898626,0.8871273677294003,878,77,9,1108.53,0.11688311688311688,0,0,2,2,3,0,0,0,0
Books,366.76,276.27,1,211.02,237.68,Not as expected,True,0.8513882777716314,3.8514808537284773,0.9111339567981429,2,61,10,199.09,0.16393442622950818,10,0,1,1,4,1,1,1,1
Apparel,390.65,4.18,1,116.78,4.01,Wrong size,True,0.9630382682042364,9.099212365902993,0.878738079891311,476,66,9,803.72,0.13636363636363635,0,0,2,4,2,0,0,0,0
Beauty,210.09,72.59,1,206.89,66.83,Not as expected,True,0.901211604221271,1.021043252307392,0.9237881290202082,1074,60,8,865.27,0.13333333333333333,0,0,1,1,2,0,0,0,0
Beauty,63.08,63.08,1,115.0,60.73,Changed mind,True,0.9503497732803552,3.677618561153786,0.99892337892091,1385,78,11,104.99,0.14102564102564102,0,0,1,3,1,0,1,0,1
Home,140.0,140.0,1,601.79,132.69,Wrong size,True,0.9772182300193171,5.211916347490223,0.8878214253388585,197,93,9,127.46,0.0967741935483871,0,0,1,3,2,0,0,2,2
Electronics,84.64,1.35,1,426.93,1.2,Not as expected,True,0.8036678843586068,0.3575472175773775,0.8914715020757263,212,44,3,224.73,0.06818181818181818,0,0,2,2,1,0,0,0,0
Other,356.98,347.36,1,604.33,335.68,Changed mind,True,0.946526033065073,0.8975317937690686,0.8946093299489809,540,88,9,280.14,0.10227272727272728,0,0,1,2,1,0,0,0,0
Luxury,47.73,47.73,1,7209.688393620106,41.12,Not as expected,True,0.688,3.02986532918472,0.95,651,11,8,968.62,0.7272727272727273,7,0,2,2,2,0,0,0,0
Sports,325.48,22.62,1,440.89,21.17,Not as expected,True,0.8378936757043636,4.735407161542855,0.9252020164254243,2,92,11,182.08,0.11956521739130435,9,0,2,2,2,0,2,0,2
Beauty,41.43,22.94,1,251.96,22.84,Not as expected,True,0.9472721154201916,8.764629694604976,0.8545069762860564,1322,46,5,860.72,0.10869565217391304,0,0,1,4,2,0,0,0,0
Electronics,76.47,5.98,1,299.82,5.24,Changed mind,True,0.8495026377742245,2.399817708739207,0.961279540158186,983,45,6,563.71,0.13333333333333333,0,0,3,2,1,0,0,0,0
Home,87.91,8.24,1,106.72,7.57,Changed mind,True,0.8431980301679716,3.462384676429128,0.9124038006315253,855,30,4,1441.15,0.13333333333333333,0,0,4,3,2,0,0,0,0
Apparel,507.07,34.92,1,48.53,32.62,Changed mind,True,0.298,2.229704743251706,0.668,5,52,6,283.28,0.11538461538461539,5,0,2,2,3,0,0,3,3
Sports,132.57,2.48,1,236.31,2.39,Changed mind,True,0.839420072459176,6.2189810699859525,0.988836145932966,540,88,9,280.14,0.10227272727272728,0,0,1,2,1,0,0,0,0
Sports,238.93,238.93,1,439.02,208.66,Wrong size,True,0.9952411662791829,6.741085525962872,0.9270230038462691,1406,86,8,602.72,0.09302325581395349,0,0,2,5,2,0,0,2,2
Other,225.82,225.82,1,354.85,224.23,Changed mind,True,0.8608873457782975,8.414827134691196,0.9718620676210501,1,84,9,924.8,0.10714285714285714,9,0,1,5,4,0,1,0,1
Apparel,97.58,49.57,1,491.32,45.05,Not as expected,True,0.8891112582716608,2.644989992947444,0.8805324720691319,2,63,9,64.01,0.14285714285714285,8,0,4,6,3,2,1,1,2
Other,338.81,22.31,1,73.04,19.23,Not as expected,True,0.968170209316348,4.097846520392926,0.9541741209735486,6,82,11,336.01,0.13414634146341464,7,0,2,3,1,1,1,1,1
Home,158.31,57.89,1,156.66,53.81,Wrong size,True,0.8306178794068468,3.7121197037388898,0.9063165847315893,212,45,3,201.18,0.06666666666666667,0,0,1,1,1,0,0,0,0
Apparel,575.53,316.84,1,79.84,287.27,Not as expected,True,0.8535323870774891,6.217333750140192,0.9455724301484423,179,60,8,155.88,0.13333333333333333,1,0,4,6,1,0,1,0,1
Home,197.41,155.65,1,654.05,147.74,Changed mind,True,0.9709799424561052,0.530121435981864,0.9567308408199454,2,63,9,64.01,0.14285714285714285,8,0,4,6,3,2,1,1,2
Luxury,1812.03,46.25,1,11.24,45.84,Wrong size,True,0.8504064153673067,7.622476016058042,0.9224035798010328,5,64,2,412.35,0.03125,1,0,1,6,1,0,2,0,2
Luxury,100.41,68.38,1,316.1,64.65,Changed mind,True,0.8504981656892652,3.86186123233394,0.8967164444180206,1445,65,6,321.23,0.09230769230769231,0,0,1,3,1,0,0,0,0
Electronics,20.0,16.0,1,163.53,14.47,Wrong size,True,0.8195613028940741,9.10624917298789,0.9976166917261338,93,89,9,405.59,0.10112359550561797,1,0,2,3,1,0,0,0,0
Electronics,56.07,8.65,1,562.96,8.38,Wrong size,True,0.8813279649513995,7.387426161432996,0.8930439526618791,303,89,11,79.86,0.12359550561797752,0,0,1,1,1,0,0,0,0
Books,1232.68,315.66,1,570.42,278.24,Wrong size,True,0.9426538168855993,0.5099258426682896,0.9945725024930895,131,54,13,168.69,0.24074074074074073,0,0,3,1,2,0,0,1,1
Other,265.22,164.75,1,583.23,144.04,Wrong size,True,0.8289234792553509,2.9672500044558223,0.8907503977316885,107,33,3,146.77,0.09090909090909091,0,0,4,4,1,3,0,0,3
Electronics,251.45,37.18,1,35.11,34.0,Changed mind,True,0.535,6.4863216231115555,0.719,478,43,8,280.6,0.18604651162790697,1,0,1,4,2,0,0,0,0
Home,133.74,10.41,1,422.02,9.42,Wrong size,True,0.9318016797825145,5.901939929994144,0.923421622689818,1162,68,7,165.19,0.10294117647058823,0,0,3,3,1,0,0,0,0
Home,153.42,153.42,1,284.0,139.86,Changed mind,True,0.9708042427182685,4.136149820279414,0.982324545994652,4,86,13,304.78,0.1511627906976744,10,0,3,3,1,1,1,1,1
Home,204.8,104.49,1,530.91,96.32,Wrong size,True,0.8078056076032961,0.7193162114428564,0.9412188945369605,936,76,7,399.03,0.09210526315789473,1,0,1,1,1,0,0,0,0
Sports,129.52,129.52,1,524.9573247762559,128.85,Changed mind,True,0.729,3.8795681041399144,0.887,473,23,15,606.33,0.6521739130434783,14,2,2,3,2,4,4,4,4
Electronics,67.85,1.26,1,364.23,1.22,Changed mind,True,0.9008072433336712,4.63606132552308,0.8781143088851546,5,74,11,550.61,0.14864864864864866,8,0,5,1,1,0,0,0,0
Luxury,180.39,147.39,1,711.83,129.06,Not as expected,True,0.8176783321512772,5.919695401681533,0.9844575382405722,3,99,12,331.79,0.12121212121212122,10,0,2,1,1,2,2,2,2
Other,442.55,442.55,1,270.29,380.74,Not as expected,True,0.8957553692644322,7.056388546838452,0.9105709769632454,690,76,5,755.72,0.06578947368421052,0,0,3,3,3,0,0,1,1
Electronics,87.67,86.24,1,377.39,82.03,Wrong size,True,0.9165202769104945,6.742713836857001,0.9942398526146388,628,45,5,661.24,0.1111111111111111,0,0,3,4,3,0,1,0,1
Electronics,86.25,6.94,1,685.95,6.53,Wrong size,True,0.8830926618174515,0.34564678464838905,0.8747174301719881,1473,93,9,191.01,0.0967741935483871,0,0,2,3,2,0,1,0,1
Electronics,62.53,25.6,1,13616.527349314665,22.07,Wrong size,True,0.922,5.60960123792373,0.919,77,70,46,297.98,0.6571428571428571,41,4,1,6,3,12,12,12,12
Beauty,308.97,51.74,1,418.4,45.95,Changed mind,True,0.8942793807046368,7.012177215550267,0.8692098764254629,721,42,4,298.2,0.09523809523809523,0,0,2,3,1,0,0,0,0
Electronics,83.21,0.85,1,425.66,0.84,Changed mind,True,0.8934395199092491,9.067121976290744,0.9543733186678411,1043,44,4,183.66,0.09090909090909091,0,0,2,4,2,0,0,0,0
Electronics,129.75,129.75,1,13310.058999080618,115.41,Wrong size,True,0.88,5.659680482463333,0.813,1426,73,48,162.72,0.6575342465753424,43,6,3,5,1,14,14,14,14
